Matrix,Group,Distribution,AIC,Parameters
S,Day_3,weibull_min,47.53559576552819,"(62279697.7664895, -764065255.2505782, 764065308.5331926)"
S,Day_3,gamma,48.46889092553024,"(222.35274001222945, -206.5447826302285, 1.1321511062097436)"
S,Day_3,poisson,64.33969938451465,"(45.4,)"
,,,,
S,Day_3,Results for Stop 12,,
S,Day_3,beta,18.517970555540373,"(0.21865410741919106, 0.2492228173274777, 2.967209858634549, 53.80248780801695)"
S,Day_3,lognorm,25.208566656030925,"(13.756205838651617, 7.781782109763988, 6.155122974731528)"
S,Day_3,weibull_min,27.507948165657293,"(0.43529407280457777, 7.781782109763988, 32.87881605553638)"
S,Day_3,expon,61.8098944042653,"(7.781782109763989, 22.857474415084074)"
S,Day_3,norm,65.67681292093661,"(30.63925652484806, 19.817157522392183)"
S,Day_3,gamma,67.67674183071799,"(151541.0779897777, -7683.768655458476, 0.05090638200388961)"
S,Day_3,poisson,135.46502966293383,"(30.857142857142858,)"
,,,,
S,Day_3,Results for Stop 5,,
S,Day_3,beta,64.36268005620872,"(0.5387609446792794, 0.7749220454345898, 0.6750375150036668, 56.26816118943267)"
S,Day_3,weibull_min,65.21492829957901,"(0.8049703387377002, 2.7817821097639994, 28.875774012910007)"
S,Day_3,gamma,69.98174390332514,"(0.841469790511755, 2.7817821097639994, 13.277614079314702)"
S,Day_3,expon,76.18709937091276,"(2.781782109764, 20.295403046553186)"
S,Day_3,lognorm,80.57863469687474,"(3.212982444682032, 2.7817547892604138, 0.8321790916863616)"
S,Day_3,norm,82.18859914821519,"(23.077185156317185, 18.63185090738878)"
S,Day_3,poisson,185.3139004936341,"(23.22222222222222,)"
,,,,
S,Day_3,Results for Stop 14,,
S,Day_3,weibull_min,54.70689588924389,"(0.7632244308190833, 1.7817821097639999, 24.939580304961623)"
S,Day_3,gamma,60.35708678372976,"(0.825004464329252, 1.781782109764, 15.631045685792111)"
S,Day_3,beta,66.16861525855478,"(0.6248761844719473, 0.9174216098165826, 0.2548626578399853, 59.63706949466223)"
S,Day_3,expon,69.12460304515037,"(1.7817821097640003, 21.548100963468322)"
S,Day_3,norm,74.36685876618067,"(23.329883073232324, 19.66794473559236)"
S,Day_3,lognorm,74.53337972129376,"(3.192539020092645, 1.781766442458249, 0.4183534415222776)"
S,Day_3,poisson,177.21679865030973,"(23.5,)"
,,,,
S,Day_3,Results for Stop 21,,
S,Day_3,lognorm,40.302456330414586,"(9.24075611206956, 1.781782109764, 11.216401377494677)"
S,Day_3,weibull_min,44.26755020213625,"(0.6024072558262834, 1.7817821097639999, 20.422141711623006)"
S,Day_3,gamma,46.956411628137815,"(0.4032875674496121, 1.7817821097561746, 18.14644064968364)"
S,Day_3,beta,47.73642814598307,"(0.5527851485058838, 0.7269143088453186, 1.6397704211469355, 43.98800837770571)"
S,Day_3,expon,67.41087180733003,"(1.7817821097640003, 19.359427070761356)"
S,Day_3,norm,70.00089709044792,"(21.141209180525358, 14.971038003641635)"
S,Day_3,poisson,131.76460641304826,"(21.375,)"
,,,,
S,Day_3,Results for Stop 19,,
S,Day_3,beta,3.515038865569073,"(0.619728091164367, 0.35198563123671867, -0.05575360588698229, 36.30059606709422)"
S,Day_3,gamma,14.96049156381546,"(0.5786451709391289, 2.7817821097639994, 7.877289655714854)"
S,Day_3,lognorm,28.2776404318647,"(4.8687645515820455, 2.7817821095944364, 3.4361702163856354)"
S,Day_3,weibull_min,28.840911375764534,"(0.8321366722047479, 2.7817821097639994, 13.559765601284784)"
S,Day_3,expon,38.589571953732225,"(2.781782109764, 11.692612070288638)"
S,Day_3,norm,42.96281682537812,"(14.474394180052638, 11.909580370046907)"
S,Day_3,poisson,67.61679623442834,"(14.6,)"
,,,,
S,Day_4,Results for Stop 8,,
S,Day_4,gamma,93.69907614959178,"(0.5099636461439641, 0.7817821097640046, 32.21942054339696)"
S,Day_4,beta,114.38823719209836,"(0.7064111525612087, 1.3477896706719532, 0.7817821097640046, 74.909691544248)"
S,Day_4,weibull_min,131.3298566738629,"(0.7949488166469447, 0.7817821097640045, 27.67748229000214)"
S,Day_4,expon,157.23619495316353,"(0.7817821097640048, 25.960105893270867)"
S,Day_4,lognorm,163.95951050886228,"(0.7313760220965644, -6.985854001570788, 26.61976845716083)"
S,Day_4,norm,164.90562417912733,"(26.741888003034873, 21.129330333502793)"
S,Day_4,poisson,411.32888930044726,"(26.88888888888889,)"
,,,,
S,Day_4,Results for Stop 13,,
S,Day_4,weibull_min,43.55463764468183,"(0.32688934444586515, 0.7817821097640045, 18.039884341089135)"
S,Day_4,lognorm,66.24677401782402,"(9.595637602979139, 0.7817821097640045, 53.835408588307246)"
S,Day_4,gamma,95.86268124136599,"(0.6182876998552131, 0.7817821097640046, 17.928520922432323)"
S,Day_4,beta,111.71113400479706,"(0.7262433188798181, 3.8900234053316023, 0.7817821097640046, 119.3762695154489)"
S,Day_4,expon,169.10378821826419,"(0.7817821097640048, 22.819026999281462)"
S,Day_4,norm,182.64243720532664,"(23.600809109045468, 21.05467018263219)"
S,Day_4,poisson,472.6265897106791,"(23.6,)"
,,,,
S,Day_4,Results for Stop 15,,
S,Day_4,beta,49.90028864133513,"(0.4264411820728161, 1.3801122939587054, 1.781782109764, 107.65893345185083)"
S,Day_4,gamma,69.73697103330394,"(0.6974654872271228, 1.7817821097639999, 38.977088800001326)"
S,Day_4,lognorm,73.99155449206214,"(6.03035603469028, 1.781782109764, 0.6065359973040632)"
S,Day_4,weibull_min,82.33799700712312,"(0.8737590129080302, 1.7817821097639999, 26.207585261726727)"
S,Day_4,expon,88.32465162764953,"(1.7817821097640003, 39.83328495575136)"
S,Day_4,norm,91.95911622456623,"(41.61506706551536, 32.06224067620772)"
S,Day_4,poisson,294.1647714633325,"(41.666666666666664,)"
,,,,
S,Day_4,Results for Stop 20,,
S,Day_4,beta,73.03212783732614,"(0.6907450982509, 0.8187154086443265, 4.781782109763992, 56.86339444391753)"
S,Day_4,expon,97.54422362276127,"(4.781782109763993, 25.842234888591292)"
S,Day_4,norm,99.00620728301786,"(30.624016998355284, 18.16552258790194)"
S,Day_4,weibull_min,99.37139888141652,"(1.3753250478617909, 3.3125200576489098, 29.65970942066391)"
S,Day_4,gamma,100.36373744089505,"(4.652484249894803, -9.420917042634738, 8.41159360759386)"
S,Day_4,lognorm,100.6568151928974,"(0.33930908495502443, -25.09963026003956, 52.693278166733776)"
S,Day_4,poisson,185.23773864721227,"(30.90909090909091,)"
,,,,
S,Day_4,Results for Stop 11,,
S,Day_4,weibull_min,83.25006640132149,"(0.3969045256946824, 1.7817821097639999, 29.89179182218216)"
S,Day_4,beta,88.57555573901993,"(0.6420795993610041, 2.1050274805887828, 1.781782109764, 77.3398617743322)"
S,Day_4,gamma,99.47493052818949,"(0.7195320210318742, 1.7817821097636157, 23.99685309223107)"
S,Day_4,lognorm,108.56230593400896,"(6.341560194781783, 1.7817821097639999, 4.192686996705153)"
S,Day_4,expon,111.76599539856632,"(1.7817821097640003, 23.21609938154991)"
S,Day_4,norm,115.90083940254823,"(24.99788149131391, 17.902491719306468)"
S,Day_4,poisson,247.69413428577616,"(25.076923076923077,)"
,,,,
S,Day_4,Results for Stop 18,,
S,Day_4,weibull_min,56.851547954772656,"(0.5442444402549262, 0.7817821097640046, 25.659672039073698)"
S,Day_4,gamma,71.48276285751265,"(0.6533864383168311, 0.7817821097640045, 21.449069946616657)"
S,Day_4,lognorm,87.41934439802462,"(6.34632317391562, 0.7817821096255773, 2.3683967034263516)"
S,Day_4,beta,108.05551448841778,"(0.903165632910844, 1.1802168839546754, 0.7817821097640046, 67.57136265890654)"
S,Day_4,expon,117.428362331894,"(0.7817821097640048, 21.13674384482969)"
S,Day_4,norm,127.65917551443762,"(21.918525954593697, 20.034596263212787)"
S,Day_4,poisson,320.1862991001373,"(22.0,)"
,,,,
S,Day_4,Results for Stop 10,,
S,Day_4,beta,17.662706890906804,"(0.15364803089440515, 1.0931666908692605, 19.78178210976396, 84.51147962468114)"
S,Day_4,gamma,23.463751127572895,"(0.1842336364139433, 19.78178210976396, 25.687595312201584)"
S,Day_4,weibull_min,24.08237206010729,"(0.18952773499502334, 19.78178210976396, 16.795394512790768)"
S,Day_4,lognorm,30.881779387523974,"(13.045818128859917, 19.78178210976396, 3.1096553052484923)"
S,Day_4,expon,61.12125965928925,"(19.781782109763963, 21.760360210966287)"
S,Day_4,norm,63.617566409912435,"(41.54214232073025, 17.10650956701514)"
S,Day_4,poisson,89.5168334423126,"(41.714285714285715,)"
,,,,
S,Day_4,Results for Stop 6,,
S,Day_4,beta,59.177746548694216,"(0.9956540684501167, 0.7268740389431283, 1.3793437612074024, 66.2653521015468)"
S,Day_4,norm,63.48579797369954,"(39.69509568128375, 16.946257895833053)"
S,Day_4,weibull_min,65.29701036798885,"(5.20284446532323, -36.4887854862681, 82.77198003616125)"
S,Day_4,lognorm,65.50099449383588,"(0.005445011846660355, -3061.232191792978, 3100.9475577589346)"
S,Day_4,gamma,65.61059308352438,"(266.91354100662534, -240.83386878380736, 1.0510256068883992)"
S,Day_4,expon,66.91428141239825,"(6.781782109763989, 32.913313571519765)"
S,Day_4,poisson,100.94816504606737,"(39.857142857142854,)"
,,,,
S,Day_4,Results for Stop 4,,
S,Day_4,weibull_min,48.95314566906695,"(0.41049920157697106, 0.7817821097640046, 30.881487343522778)"
S,Day_4,beta,60.208646197441766,"(0.33770374233963524, 0.5262726798601733, -6.407628031276295, 80.27700116441747)"
S,Day_4,gamma,65.46511408026797,"(0.7252165855846833, 0.7817821097640046, 34.1101351079442)"
S,Day_4,expon,82.95191754201593,"(0.7817821097640048, 29.55395693221856)"
S,Day_4,lognorm,86.97272892519952,"(0.8864211772090531, -4.092276505754718, 24.53526802290763)"
S,Day_4,norm,87.82784623566519,"(30.335739041982567, 25.48688574699954)"
S,Day_4,poisson,244.0649250557083,"(30.444444444444443,)"
,,,,
S,Day_4,Results for Stop 7,,
S,Day_4,beta,25.494632830819366,"(0.5437003893394041, 0.3201077407693004, -2.06966223595968, 52.689520287780354)"
S,Day_4,norm,72.37485576513913,"(32.333243416014625, 17.36557767231758)"
S,Day_4,lognorm,72.76622102689076,"(4.91625505576841, 2.7817821096643236, 2.9977443859555555)"
S,Day_4,weibull_min,72.93472421500793,"(48224357.683535695, -637441137.9261143, 637441178.2148108)"
S,Day_4,expon,74.1781311138812,"(2.781782109764, 29.551461306250626)"
S,Day_4,gamma,74.57746640866011,"(229.29739525337754, -236.6492122882978, 1.1720877580285194)"
S,Day_4,poisson,137.51445131823556,"(32.375,)"
,,,,
S,Day_4,Results for Stop 17,,
S,Day_4,lognorm,0.034458639035452876,"(8.551771427944884, 1.7817821097639999, 0.4475208124175126)"
S,Day_4,beta,30.065349283777508,"(0.2520521847125855, 0.15052785900617716, -2.794349687592989, 51.11982600332381)"
S,Day_4,expon,80.72098831667768,"(1.7817821097640003, 26.10892288010242)"
S,Day_4,norm,81.83095631362983,"(27.890704989866418, 18.265307292432798)"
S,Day_4,weibull_min,82.14958860613385,"(69176020.47287205, -934054721.4544909, 934054757.8199265)"
S,Day_4,gamma,84.04725350239931,"(213.59524926026074, -247.2965249598277, 1.2878378782637299)"
S,Day_4,poisson,188.5700530997148,"(28.0,)"
,,,,
S,Day_4,Results for Stop 1,,
S,Day_4,beta,15.928823445710329,"(0.7328512265914506, 0.2804183578807719, 7.706132074919651, 66.06160942749516)"
S,Day_4,lognorm,26.85496056390679,"(8.343789773346991, 10.58499911235185, 0.08131770184109904)"
S,Day_4,norm,56.041350632801034,"(41.129899170053555, 18.501294196322643)"
S,Day_4,expon,57.03037280952648,"(10.584999112351852, 30.544900057701703)"
S,Day_4,weibull_min,57.92164570216127,"(2.666039697128599, -4.55716405070689, 51.36117353467138)"
S,Day_4,gamma,58.01117191179181,"(116.76936567630625, -158.86399444633798, 1.71272569662673)"
S,Day_4,poisson,88.3316000110057,"(41.166666666666664,)"
,,,,
S,Day_4,Results for Stop 16,,
S,Day_4,lognorm,53.60558791098489,"(11.615523113879801, 0.7817821097640045, 13.298677268550339)"
S,Day_4,beta,55.247342883912026,"(0.9384887499607448, 0.6431676395924485, -5.293628916052924, 53.59576007804927)"
S,Day_4,norm,79.99557278903951,"(26.270649288507165, 16.49467716586518)"
S,Day_4,expon,80.28835196096726,"(0.7817821097640048, 25.48886717874316)"
S,Day_4,weibull_min,81.48663513320334,"(8.249723865979767, -85.91804452980008, 119.21746847648163)"
S,Day_4,gamma,82.10475176361851,"(291.1939285862836, -260.0295407960341, 0.9830700781390784)"
S,Day_4,poisson,164.44550480225965,"(26.333333333333332,)"
,,,,
S,Day_4,Results for Stop 12,,
S,Day_4,beta,29.870289744874814,"(0.35228336352876005, 0.4181417270387387, -2.2242576561773673, 65.74499759400287)"
S,Day_4,lognorm,40.022340815717826,"(7.18413983412448, 3.7817821097639936, 2.538529714112748)"
S,Day_4,weibull_min,54.69977203461139,"(0.808171356051204, 3.7817821097639936, 43.84715653766785)"
S,Day_4,expon,64.86368873820652,"(3.781782109763994, 28.42890298651266)"
S,Day_4,norm,67.79983055557165,"(32.210685096276656, 23.062137897699596)"
S,Day_4,gamma,67.94651205570484,"(1.102273972444638, 3.2255925213095704, 20.192720352978426)"
S,Day_4,poisson,163.76899049515356,"(32.42857142857143,)"
,,,,
S,Day_4,Results for Stop 2,,
S,Day_4,beta,40.48190898986306,"(0.4783046490107602, 5.010177019221988, 2.7817821097639994, 157.99906163101517)"
S,Day_4,lognorm,66.77706845763936,"(5.095127701937939, 2.7817821097556164, 1.6407763067495384)"
S,Day_4,expon,69.48373833983561,"(2.781782109764, 22.037237722601304)"
S,Day_4,weibull_min,71.39548278102396,"(1.3560890343210246, 1.4536845824183366, 25.363257111656665)"
S,Day_4,gamma,71.53828555342797,"(2.487134063599033, -1.776406989811477, 10.693207548930175)"
S,Day_4,norm,71.88415567078644,"(24.819019832365303, 16.841080950596574)"
S,Day_4,poisson,123.90406945178293,"(25.0,)"
,,,,
S,Day_4,Results for Stop 9,,
S,Day_4,lognorm,10.11946255244095,"(10.44827889047484, 2.2633736499523134, 3.0714687015819973)"
S,Day_4,beta,13.127578330581212,"(0.5862599436269682, 0.4477247878943337, -0.7732437918164146, 66.27942053532767)"
S,Day_4,expon,49.914622871294824,"(2.263373649952314, 36.28709930760809)"
S,Day_4,norm,50.028527560093025,"(38.5504729575604, 24.14106235562025)"
S,Day_4,weibull_min,51.719115464185876,"(11707205.798287462, -230491956.00797272, 230492006.21181023)"
S,Day_4,gamma,52.08085261279113,"(274.4241313166119, -363.8576900775747, 1.4661649860377608)"
S,Day_4,poisson,125.89767356427171,"(38.6,)"
,,,,
S,Day_4,Results for Stop 14,,
S,Day_4,weibull_min,50.04398223167503,"(0.552866053848181, 0.7817821097640046, 20.939840926195366)"
S,Day_4,lognorm,61.01088838196801,"(6.554620722662047, 0.7817821097640046, 6.692357100732805)"
S,Day_4,gamma,67.38156249551116,"(0.7450332385556093, 0.7817821097640045, 13.026091778452209)"
S,Day_4,beta,70.92292324605401,"(0.8038582567564863, 1.860131175498403, 0.7817821097640046, 72.12306559519655)"
S,Day_4,expon,81.96071381893631,"(0.7817821097640048, 18.138480770774688)"
S,Day_4,norm,93.01993412636533,"(18.920262880538694, 20.739874944652314)"
S,Day_4,poisson,261.7186998211513,"(19.1,)"
,,,,
S,Day_4,Results for Stop 5,,
S,Day_4,beta,51.91153853985209,"(0.8223902483628109, 0.5839886661165912, -1.9021022761991369, 48.16386140281182)"
S,Day_4,gamma,68.48440019983963,"(0.8577379731057011, 0.7817821097640025, 14.416525924893227)"
S,Day_4,weibull_min,71.53336431110951,"(0.9224487386833042, 0.7817821097640046, 23.877847412312747)"
S,Day_4,expon,74.42868338083912,"(0.7817821097640048, 18.406514157664297)"
S,Day_4,norm,78.02220821098643,"(19.188296267428303, 14.78194298657143)"
S,Day_4,lognorm,78.74365684224561,"(0.8876181606073115, -2.327697562960043, 15.51158050339171)"
S,Day_4,poisson,153.23192210182873,"(19.333333333333332,)"
,,,,
S,Day_4,Results for Stop 3,,
S,Day_4,weibull_min,37.958817153134646,"(0.5162569474623224, 2.7817821097639994, 5.79591847214323)"
S,Day_4,gamma,39.377614907754314,"(0.5357573314095838, 2.7817821097639994, 14.197414740392237)"
S,Day_4,lognorm,41.90557690363471,"(7.2370487635102005, 2.7817821097639994, 0.3420016742030777)"
S,Day_4,beta,46.32811585506856,"(0.6711740773285351, 4.297958284083326, 2.7817821097639994, 95.48619807082571)"
S,Day_4,expon,64.9438789654426,"(2.781782109764, 16.593191080438487)"
S,Day_4,norm,70.55262334207836,"(19.374973190202486, 15.496286671996575)"
S,Day_4,poisson,130.5575004130767,"(19.5,)"
,,,,
S,Day_4,Results for Stop 21,,
S,Day_4,gamma,33.26368666474974,"(0.5505886720089903, 0.7817821097640045, 11.274341208864142)"
S,Day_4,beta,34.65214277347181,"(0.6310388010520374, 0.5954730278804043, 0.594175912526604, 31.033602886325923)"
S,Day_4,lognorm,42.437240631635206,"(6.208645660070225, 0.7817821097640045, 0.09752083641995515)"
S,Day_4,weibull_min,44.45074150982876,"(0.7494820876183383, 0.7817821097640046, 13.465373364539285)"
S,Day_4,expon,59.400432093594354,"(0.7817821097640048, 11.734427070761363)"
S,Day_4,norm,63.15712065451089,"(12.516209180525369, 9.760869725774901)"
S,Day_4,poisson,96.83899477225373,"(12.75,)"
,,,,
S,Day_4,Results for Stop 19,,
S,Day_4,gamma,-66.19323514554483,"(0.0631789438810732, 5.781782109763992, 6.818879401927044)"
S,Day_4,lognorm,-46.14181818138755,"(9.442494379337445, 5.781782109763316, 6.39537557788636e-05)"
S,Day_4,weibull_min,-26.443606538265804,"(0.5262014531370318, 5.781782109763992, 8.821441887591975)"
S,Day_4,beta,16.20676738666585,"(0.28618778250523835, 0.5741168863907015, 3.156005751486338, 34.088836709720894)"
S,Day_4,expon,36.91788223026883,"(5.781782109763993, 9.892612070288646)"
S,Day_4,norm,42.63816241399368,"(15.674394180052639, 11.529139593330079)"
S,Day_4,poisson,60.622821810052415,"(15.8,)"
,,,,
S,Day_5,Results for Stop 13,,
S,Day_5,gamma,137.80870935419847,"(0.3285534495407888, 0.3242419567945944, 66.45316189496427)"
S,Day_5,beta,152.7734797603395,"(0.605110489637191, 2.2385736221575936, 0.3242419567945944, 143.0995739480902)"
S,Day_5,weibull_min,156.88962469444448,"(0.658883824720796, 0.3242419567945944, 34.63975549820377)"
S,Day_5,expon,179.6816465151053,"(0.32424195679459444, 29.726567152250887)"
S,Day_5,lognorm,183.15256150746245,"(1.4419547537989594, -0.28870946510246237, 14.067607487809672)"
S,Day_5,norm,200.73688246908227,"(30.05080910904548, 33.09835318818102)"
S,Day_5,poisson,737.8441603788185,"(30.05,)"
,,,,
S,Day_5,Results for Stop 8,,
S,Day_5,lognorm,132.765252563017,"(6.556331729907939, 0.7817821097640045, 3.264797555977284)"
S,Day_5,beta,139.96341232384938,"(0.8560996547766246, 1.827333849728964, 0.7817821097640046, 83.71555506713185)"
S,Day_5,expon,161.6532986688672,"(0.7817821097640048, 29.34899478215974)"
S,Day_5,norm,163.23359865819415,"(30.130776891923745, 20.170416174170136)"
S,Day_5,weibull_min,163.531621975846,"(1.6059253446445703, -3.2705659516224, 37.057902458612446)"
S,Day_5,gamma,164.757042829874,"(9.023030939264366, -31.37899997534562, 6.814175275873078)"
S,Day_5,poisson,373.2792090129551,"(30.27777777777778,)"
,,,,
S,Day_5,Results for Stop 15,,
S,Day_5,beta,58.93734622967996,"(0.5019189539840498, 4.005537916070943, 1.781782109764, 245.96596882271984)"
S,Day_5,weibull_min,59.150568267207206,"(0.4822191052380139, 1.7817821097639999, 51.79338579558497)"
S,Day_5,lognorm,65.76679381587059,"(7.8930269519197465, 1.781782109764, 10.726991207329963)"
S,Day_5,gamma,73.1885877041127,"(0.712243302264222, 1.781782109764, 37.658926817736045)"
S,Day_5,expon,90.45311496374792,"(1.7817821097640003, 44.83328495575136)"
S,Day_5,norm,94.64268630624956,"(46.61506706551536, 37.21702290514798)"
S,Day_5,poisson,342.99420413782826,"(46.666666666666664,)"
,,,,
S,Day_5,Results for Stop 11,,
S,Day_5,gamma,92.41220919283855,"(0.6420679836232963, 1.781782109764, 43.755663998222644)"
S,Day_5,weibull_min,94.8051955973121,"(0.6470080011252277, 1.7817821097639999, 23.916808686791853)"
S,Day_5,beta,99.80955520324073,"(0.7490086258100769, 2.4525671250335535, 1.781782109764, 107.89294507167261)"
S,Day_5,expon,115.2290953749359,"(1.7817821097640003, 26.523791689242223)"
S,Day_5,lognorm,120.28297508166142,"(1.1171781387952142, -0.18766610820504798, 17.56231004284476)"
S,Day_5,norm,122.73412184474516,"(28.305573799006222, 23.28381446019443)"
S,Day_5,poisson,316.4417748370323,"(28.384615384615383,)"
,,,,
S,Day_5,Results for Stop 20,,
S,Day_5,beta,57.17160361650601,"(0.22909203429114472, 1.731717768771838, 6.781782109763988, 86.7433250850024)"
S,Day_5,gamma,77.6774490166595,"(0.680719110360789, 6.781782109763988, 33.38587238799901)"
S,Day_5,weibull_min,79.61553568918985,"(0.6979455346039601, 6.781782109763988, 22.23688779799027)"
S,Day_5,expon,97.31081172152027,"(6.781782109763989, 25.569507615864005)"
S,Day_5,lognorm,102.32236757909074,"(1.0865475779269513, 4.357417067612803, 17.74929471137837)"
S,Day_5,norm,103.62075651726346,"(32.35128972562799, 22.404854903166544)"
S,Day_5,poisson,224.9788547367947,"(32.63636363636363,)"
,,,,
S,Day_5,Results for Stop 18,,
S,Day_5,weibull_min,93.38357030782458,"(0.5415979273551922, 0.7817821097640046, 31.773528926448925)"
S,Day_5,gamma,105.63274296887654,"(0.8015993309883707, 0.7817821097640046, 24.58805404978223)"
S,Day_5,beta,113.98871747555111,"(0.9011642502647259, 2.337457752223516, 0.7817821097640046, 65.70689213897622)"
S,Day_5,expon,117.89751954723391,"(0.7817821097640048, 21.493886701972485)"
S,Day_5,lognorm,123.61702276401252,"(0.9256612468196299, -2.5204796006267394, 17.442596078363326)"
S,Day_5,norm,124.43392500222951,"(22.27566881173649, 17.85481239798989)"
S,Day_5,poisson,277.26979900277206,"(22.357142857142858,)"
,,,,
S,Day_5,Results for Stop 10,,
S,Day_5,lognorm,28.826416007289723,"(13.142244833000099, 18.78178210976396, 5.455163963286534)"
S,Day_5,gamma,34.78226683649197,"(0.5582315600685971, 18.78178210976396, 20.70359990742105)"
S,Day_5,weibull_min,47.29121615305412,"(0.7764158664551606, 18.78178210976396, 19.477235271794733)"
S,Day_5,beta,49.91443467197979,"(0.5052917062740909, 0.78048318059962, 15.515985662935229, 55.25499051284781)"
S,Day_5,expon,59.66991053982432,"(18.781782109763963, 19.617503068109198)"
S,Day_5,norm,64.06141022617012,"(38.39928517787316, 17.657527809438616)"
S,Day_5,poisson,93.63944068589853,"(38.57142857142857,)"
,,,,
S,Day_5,Results for Stop 6,,
S,Day_5,norm,62.11684355142695,"(38.12366710985517, 15.367648878179915)"
S,Day_5,weibull_min,64.10123867018733,"(3.96311870620496, -16.380896255608526, 60.085837889675744)"
S,Day_5,lognorm,64.12957301795105,"(0.009051144790147528, -1649.6299878777197, 1687.6860364378922)"
S,Day_5,gamma,64.16322410576089,"(526.2398665839653, -317.3125486866892, 0.6752901597721683)"
S,Day_5,expon,65.3062242438283,"(8.781782109764, 29.341885000091168)"
S,Day_5,beta,66.08976551908285,"(2496.7691991689017, 175.28000164953238, -2959.418821144549, 3207.9781321331416)"
S,Day_5,poisson,89.38911599750817,"(38.285714285714285,)"
,,,,
S,Day_5,Results for Stop 1,,
S,Day_5,beta,13.194990259246484,"(0.4055835328164498, 0.7640791198182638, 25.78178210976396, 51.38725872582003)"
S,Day_5,lognorm,21.643106189582028,"(7.790208594420911, 25.78178210976396, 2.707486008786936)"
S,Day_5,gamma,37.37943349709146,"(0.7404713447285112, 25.78178210976396, 13.274852021580465)"
S,Day_5,weibull_min,45.57948458724127,"(0.883929932142783, 25.78178210976396, 25.908123890455606)"
S,Day_5,expon,50.58277619011616,"(25.781782109763963, 17.848117060289606)"
S,Day_5,norm,55.28813019392428,"(43.62989917005357, 17.375693707911047)"
S,Day_5,poisson,74.58244771502851,"(43.666666666666664,)"
,,,,
S,Day_5,Results for Stop 7,,
S,Day_5,beta,38.76219749641817,"(0.5060649537611094, 0.7526873688974665, 2.7817821097639994, 67.38513899132406)"
S,Day_5,weibull_min,41.06139699657464,"(0.4100728006366098, 2.7817821097639994, 33.1467870399112)"
S,Day_5,lognorm,64.97341314453024,"(5.496159064979134, 2.781782109763991, 0.11606000556670895)"
S,Day_5,gamma,70.38606224601459,"(0.8532575664113147, 2.781782108312735, 29.830919094681335)"
S,Day_5,expon,74.11030902364502,"(2.781782109764, 29.426461306250626)"
S,Day_5,norm,76.75742319576503,"(32.208243416014625, 22.837419950740845)"
S,Day_5,poisson,184.66051025680827,"(32.25,)"
,,,,
S,Day_5,Results for Stop 2,,
S,Day_5,lognorm,58.20289127801051,"(7.911079228767148, 0.7817821097640046, 7.80544717346535)"
S,Day_5,weibull_min,61.803265129787036,"(0.6779711066707448, 0.7817821097640045, 31.615482187456273)"
S,Day_5,beta,65.53276028184243,"(0.9257381781710667, 0.7076806061039431, -4.701628220976973, 67.14670363591983)"
S,Day_5,gamma,77.17818183896306,"(0.7584073903864275, 0.7817816997349545, 24.436817584066066)"
S,Day_5,expon,81.12378700664871,"(0.7817821097640048, 26.69976686453446)"
S,Day_5,norm,83.59875629945975,"(27.481548974298466, 20.150207670000675)"
S,Day_5,poisson,198.64441634997,"(27.666666666666668,)"
,,,,
S,Day_5,Results for Stop 16,,
S,Day_5,beta,51.98112820112726,"(1.4581015256509422, 0.5607343080251029, -6.973944454689878, 56.93719024661753)"
S,Day_5,weibull_min,68.89209402295509,"(0.8189320264388495, 1.781782109764, 25.729215167692715)"
S,Day_5,lognorm,78.16435026898024,"(4.590688313039749, 1.7817821086022527, 1.7095133328658705)"
S,Day_5,expon,79.56793504141055,"(1.7817821097640003, 24.4888671787432)"
S,Day_5,norm,82.43723194795993,"(26.2706492885072, 18.890997085676165)"
S,Day_5,gamma,84.43715873099853,"(185133.39418460743, -8101.8538543495, 0.04390415073539479)"
S,Day_5,poisson,185.6042930675066,"(26.333333333333332,)"
,,,,
S,Day_5,Results for Stop 5,,
S,Day_5,beta,45.304942947504045,"(0.48201264883356043, 3.4938482647463047, 1.781782109764, 152.93885103491817)"
S,Day_5,gamma,51.125857570809316,"(0.5380941372770591, 1.7817821097639999, 21.868461785520957)"
S,Day_5,weibull_min,53.50627621364069,"(0.6184548585453322, 1.7817821097639999, 19.09426458081147)"
S,Day_5,lognorm,62.042776904014886,"(6.410955357457837, 1.7817821097637156, 4.649410469904517)"
S,Day_5,expon,79.50730126617029,"(1.7817821097640003, 24.40651415766432)"
S,Day_5,norm,89.23303068470062,"(26.18829626742832, 27.556262897525993)"
S,Day_5,poisson,277.0067977985625,"(26.333333333333332,)"
,,,,
S,Day_5,Results for Stop 17,,
S,Day_5,lognorm,39.13221230533354,"(12.926328064156603, 7.781782109763988, 8.080185798339166)"
S,Day_5,beta,45.75933480227221,"(0.5880954956405836, 0.6711264092248761, 6.72392119866895, 45.60155511706184)"
S,Day_5,weibull_min,51.566634611107006,"(0.7015726775325588, 7.781782109763988, 24.530528773380297)"
S,Day_5,expon,68.89985665816954,"(7.781782109763989, 21.24753824011527)"
S,Day_5,norm,71.26247921163132,"(29.029320349879256, 16.19927385587465)"
S,Day_5,gamma,73.19742690708796,"(94.88248363925652, -128.01502417111146, 1.6537474998330506)"
S,Day_5,poisson,118.9762241882166,"(29.125,)"
,,,,
S,Day_5,Results for Stop 3,,
