Matrix,Group,Distribution,AIC,Parameters
S,Day_8,expon,150.3006926066856,"(0.7817821097640048, 27.19305329875738)"
S,Day_8,weibull_min,151.26963238507045,"(1.4189215007047729, -0.5513523489878503, 31.19309679737635)"
S,Day_8,gamma,151.96985964290675,"(1.753902754770577, -1.2032077126231941, 16.636092733318854)"
S,Day_8,norm,152.5909482951218,"(27.974835408521386, 19.13240463952301)"
S,Day_8,lognorm,157.94619126108145,"(8.235055753712421, 0.7817821097640045, 11.676225374334637)"
S,Day_8,poisson,320.5069847338223,"(28.11764705882353,)"
,,,,
S,Day_8,Results for Stop 20,,
S,Day_8,gamma,59.534869731765966,"(0.18689590762052088, 8.781782109763999, 212.9143668487946)"
S,Day_8,beta,62.31318491547114,"(0.2105160395997176, 43.036066371671104, 8.781782109763999, 3000.767860626831)"
S,Day_8,weibull_min,79.93637394662001,"(0.6444190117737818, 8.781782109763999, 33.965376997010004)"
S,Day_8,expon,98.89496425714626,"(8.781782109764, 27.478598524954833)"
S,Day_8,lognorm,103.0884490284614,"(0.948299975428827, 5.315448150817858, 21.057433964926645)"
S,Day_8,norm,106.26814113271371,"(36.260380634718835, 25.269884138933637)"
S,Day_8,poisson,237.2169438349831,"(36.54545454545455,)"
,,,,
S,Day_8,Results for Stop 11,,
S,Day_8,beta,92.33679519415445,"(0.7259962272834983, 1.1468187566239023, 2.7817821097639994, 95.46117782401328)"
S,Day_8,lognorm,95.42926223922362,"(7.1721786938582595, 2.7817821097639994, 7.262829793803631)"
S,Day_8,weibull_min,107.36676516767122,"(0.9422289993736988, 2.7817821097639994, 35.97585959773829)"
S,Day_8,expon,109.163493291292,"(2.781782109764, 29.42404568398901)"
S,Day_8,gamma,110.526442773653,"(0.9660669301127458, 2.7817821097639994, 20.854957104886616)"
S,Day_8,norm,117.40570429923847,"(32.20582779375301, 27.283964425446655)"
S,Day_8,poisson,335.3757779820821,"(32.25,)"
,,,,
S,Day_8,Results for Stop 15,,
S,Day_8,lognorm,65.24468627387428,"(8.886542889797905, 0.7817821097640046, 63.81600049660479)"
S,Day_8,beta,65.37745413955201,"(0.5749463829833729, 0.6182806306963959, -7.3467090481868365, 90.73765942974873)"
S,Day_8,weibull_min,86.35937507427373,"(0.9449927614397724, 0.7817821097640046, 44.60628024716824)"
S,Day_8,expon,88.12268572776583,"(0.7817821097640048, 39.38884051130692)"
S,Day_8,norm,89.63331413050523,"(40.17062262107092, 28.17592267459894)"
S,Day_8,gamma,91.63933591317988,"(2180.9102648493435, -1276.8643099451135, 0.603893584428962)"
S,Day_8,poisson,264.9429118066803,"(40.22222222222222,)"
,,,,
S,Day_8,Results for Stop 18,,
S,Day_8,beta,58.621833878498066,"(0.558912183637922, 3.105784093584022, 0.7817821097640046, 92.9620259957242)"
S,Day_8,weibull_min,71.73871019608175,"(0.6461386341381665, 0.7817821097640046, 26.580019002982407)"
S,Day_8,gamma,77.78725650834943,"(0.6950328070296603, 0.7817821097640045, 22.838414490675625)"
S,Day_8,expon,117.89751954723397,"(0.7817821097640048, 21.493886701972556)"
S,Day_8,norm,124.22253729751914,"(22.275668811736562, 17.720523951968218)"
S,Day_8,lognorm,129.54937486752598,"(3.114742228128756, 0.7817618569765077, 0.3310996953743215)"
S,Day_8,poisson,277.14818840469064,"(22.357142857142858,)"
,,,,
S,Day_8,Results for Stop 7,,
S,Day_8,beta,34.581732345087005,"(0.7884775160278776, 0.3477342603250766, -6.138623251352101, 64.32459346153523)"
S,Day_8,norm,70.20771116536028,"(36.70824341601464, 15.165807913992825)"
S,Day_8,weibull_min,70.86650026479596,"(285.8465229833421, -3356.1280631976842, 3399.6958878777823)"
S,Day_8,lognorm,72.2330354713117,"(0.00344532182265579, -4353.142781304159, 4389.855719522144)"
S,Day_8,gamma,72.57366099067937,"(193.25521486294326, -182.76433499859684, 1.1339747882296223)"
S,Day_8,expon,75.90842607235562,"(3.781782109763994, 32.926461306250644)"
S,Day_8,poisson,110.08639660436725,"(36.75,)"
,,,,
S,Day_8,Results for Stop 17,,
S,Day_8,weibull_min,52.34535734296986,"(0.4493631054212164, 0.7817821097640045, 36.425610609677115)"
S,Day_8,beta,64.15231671629842,"(0.7063963354143011, 1.736213155595149, 0.7817821097640046, 83.25665246018288)"
S,Day_8,expon,84.1935189732326,"(0.7817821097640048, 31.66447843565795)"
S,Day_8,norm,85.76537444764693,"(32.44626054542196, 22.72765055719748)"
S,Day_8,gamma,87.77240336194944,"(2139.453306896822, -1018.9552616243924, 0.49142879005037443)"
S,Day_8,lognorm,87.80407752740919,"(0.05334344600513667, -392.65996921193744, 424.62759414937386)"
S,Day_8,poisson,225.06081808547728,"(32.55555555555556,)"
,,,,
S,Day_8,Results for Stop 16,,
S,Day_8,beta,36.3170690160011,"(0.34449987637465634, 0.26851407986573306, -4.400756489170486, 58.36400228109814)"
S,Day_8,lognorm,64.50844490983964,"(7.013277041633518, 0.7817821097640045, 9.169787978048461)"
S,Day_8,expon,82.5698844876506,"(0.7817821097640048, 28.933311623187638)"
S,Day_8,norm,83.64848579505156,"(29.715093732951644, 20.205954623288257)"
S,Day_8,weibull_min,84.94832640049596,"(16043534.667611893, -259460151.68489203, 259460191.14730033)"
S,Day_8,gamma,85.7375663799489,"(287.49666222410156, -314.84584110544233, 1.1982363397356686)"
S,Day_8,poisson,202.07756229606144,"(29.77777777777778,)"
,,,,
S,Day_8,Results for Stop 2,,
S,Day_8,beta,61.51000131465721,"(0.7460020968052663, 0.7341407057768514, 0.18119541646826615, 54.26387999847459)"
S,Day_8,lognorm,78.0412255434695,"(5.201610936788786, 2.7817821097610125, 1.7838026705981669)"
S,Day_8,expon,81.12378700664871,"(2.781782109764, 26.699766864534464)"
S,Day_8,norm,81.73252798870993,"(29.481548974298462, 18.165700787841352)"
S,Day_8,weibull_min,83.22881412689037,"(1.970365087942517, -5.0492903176428285, 38.90663635690282)"
S,Day_8,gamma,83.74222744042676,"(1426.5101406350145, -657.9811394731778, 0.48191080873869474)"
S,Day_8,poisson,163.98502999385911,"(29.666666666666668,)"
,,,,
S,Day_8,Results for Stop 4,,
S,Day_8,beta,42.75916507017791,"(0.6754069747091518, 0.3925080037490267, -4.350822801329613, 84.57120166247762)"
S,Day_8,gamma,43.33490666389953,"(0.48473351981708857, 0.7817821097640045, 41.42178261350999)"
S,Day_8,weibull_min,66.45952152704675,"(0.8429092164995398, 0.7817821097640045, 25.193829276164234)"
S,Day_8,expon,75.19888720817718,"(0.7817821097640048, 31.49820154874588)"
S,Day_8,norm,79.21574702141903,"(32.279983658509884, 26.63019322287272)"
S,Day_8,lognorm,79.55399989053522,"(4.1367209794264435, 0.7817821030652143, 0.18110057950450606)"
S,Day_8,poisson,221.0695506622226,"(32.375,)"
,,,,
S,Day_8,Results for Stop 10,,
S,Day_8,weibull_min,16.968002636084414,"(0.18396965189675538, 18.78178210976396, 12.6954909623508)"
S,Day_8,lognorm,23.393655828931273,"(12.889811906629586, 18.78178210976396, 1.6131577393635586)"
S,Day_8,beta,31.34594178474315,"(0.4234143383594584, 0.5556966974836415, 16.995392769186346, 46.775583406596695)"
S,Day_8,gamma,37.062489323543666,"(0.630517101524238, 18.78178210976396, 15.679046337639667)"
S,Day_8,expon,58.38972611985354,"(18.781782109763963, 17.903217353823447)"
S,Day_8,norm,63.21189464426766,"(36.68499946358741, 16.61793465103427)"
S,Day_8,poisson,91.64955282396674,"(36.857142857142854,)"
,,,,
S,Day_8,Results for Stop 6,,
S,Day_8,beta,23.068696472591274,"(1.1272611086978956, 0.47929135877111656, 0.8988112872427143, 48.74588250566873)"
S,Day_8,norm,60.6115747773105,"(36.40938139556946, 13.801059705386848)"
S,Day_8,weibull_min,60.79019222472669,"(60711238.41489929, -592614631.6887338, 592614674.2981684)"
S,Day_8,lognorm,62.635345783756065,"(0.0038439842771337673, -3568.2427857090356, 3604.674680303521)"
S,Day_8,gamma,62.87864951457413,"(241.87909557443453, -186.24865424630724, 0.9209922916127353)"
S,Day_8,expon,64.46341346087594,"(8.781782109764, 27.62759928580546)"
S,Day_8,poisson,83.39385694894683,"(36.57142857142857,)"
,,,,
S,Day_8,Results for Stop 1,,
S,Day_8,weibull_min,2.727059101056412,"(0.17199718422345756, 33.23146774050413, 6.225198416646846)"
S,Day_8,beta,17.315044404179464,"(0.6241249760958355, 0.7951430113255691, 33.23146774050413, 16.757390831220384)"
S,Day_8,gamma,39.30920234201633,"(0.7787071833616535, 33.23115224851814, 6.335961209873338)"
S,Day_8,expon,39.462002810258184,"(33.23146774050414, 7.065098096216218)"
S,Day_8,poisson,39.6583081442341,"(40.333333333333336,)"
S,Day_8,norm,41.475650490658936,"(40.296565836720355, 5.496064776770059)"
S,Day_8,lognorm,43.18881050664467,"(0.4736874664938645, 27.703601604419244, 11.32867309770867)"
,,,,
S,Day_8,Results for Stop 9,,
S,Day_8,gamma,8.920982111290769,"(0.37051567860582296, 22.78178210976396, 19.217624136822703)"
S,Day_8,beta,10.01681364318019,"(0.45507797233126435, 0.7331419120299082, 22.78178210976396, 55.35690676011711)"
S,Day_8,lognorm,21.447481019564897,"(6.184576094328397, 22.78178210976396, 3.9185859505483434)"
S,Day_8,weibull_min,28.299934921872715,"(0.7273788093932776, 22.78178210976396, 23.650805271775347)"
S,Day_8,expon,44.23770057876578,"(22.781782109763963, 20.568690847796372)"
S,Day_8,norm,47.67402159301172,"(43.350472957560335, 19.076622377252786)"
S,Day_8,poisson,71.04190668449652,"(43.4,)"
,,,,
S,Day_8,Results for Stop 5,,
S,Day_8,beta,40.8326215434617,"(0.4662647345605392, 1.2906635622427676, 2.7817821097639994, 77.2879215173813)"
S,Day_8,lognorm,48.876497584702065,"(8.593425300153026, 2.7817821097639994, 37.455525785697944)"
S,Day_8,weibull_min,55.06799809751778,"(0.6587921261185146, 2.7817821097639994, 34.8428645604985)"
S,Day_8,gamma,63.64445607703205,"(0.7684586753280522, 2.7817821097639994, 15.984165356814405)"
S,Day_8,expon,76.86402125857612,"(2.781782109764, 21.073180824330986)"
S,Day_8,norm,86.48552878096737,"(23.854962934094985, 23.6553863941595)"
S,Day_8,poisson,236.60960824430435,"(24.0,)"
,,,,
S,Day_8,Results for Stop 12,,
S,Day_8,weibull_min,37.49857918181668,"(0.42173210590407584, 1.7817821097639999, 17.880533466936456)"
S,Day_8,gamma,41.06446535886076,"(0.43721381111375485, 1.7817821097639954, 24.844612964133)"
S,Day_8,beta,52.20463660873548,"(1.1281968970147052, 0.6910928397276319, -7.401116123161259, 60.170813789812755)"
S,Day_8,lognorm,68.54128415295412,"(4.553058791447015, 1.781782108065166, 1.626264015535242)"
S,Day_8,expon,70.68151593117784,"(1.7817821097640003, 23.750290113198567)"
S,Day_8,norm,74.80309956168854,"(25.532072222962565, 20.211569528825972)"
S,Day_8,poisson,176.77173224834968,"(25.75,)"
,,,,
S,Day_8,Results for Stop 3,,
S,Day_8,beta,35.18295764829409,"(0.13397685802654163, 0.3032371551527674, 0.6462009467391233, 56.37604731431249)"
S,Day_8,weibull_min,40.86408084902849,"(0.5933420553706179, 5.781782109763992, 8.574899992433435)"
S,Day_8,gamma,65.26379200340122,"(0.911853295261914, 5.781782109763992, 10.359958393191757)"
S,Day_8,expon,65.99346970350976,"(5.781782109763993, 17.718191080438466)"
S,Day_8,lognorm,68.27972240492169,"(1.6023961304066239, 5.481427880535402, 7.40417969066606)"
S,Day_8,norm,74.09649693767895,"(23.49997319020246, 19.33839553071272)"
S,Day_8,poisson,155.54996697648858,"(23.625,)"
,,,,
S,Day_8,Results for Stop 14,,
S,Day_8,gamma,-25.6144144176113,"(0.45726517513732573, 1.7817821097639999, 11.59198294709676)"
S,Day_8,weibull_min,-15.563018122044802,"(0.5568163841739313, 1.781782109764, 15.819584395103492)"
S,Day_8,beta,46.148028315549894,"(0.1313335760543366, 0.25721422776066616, -2.890367531935886, 50.94680730670858)"
S,Day_8,lognorm,50.00290188802404,"(3.5091881574543433, 1.7817819417644025, 0.03764640288751164)"
S,Day_8,expon,79.7476756351994,"(1.7817821097640003, 16.238480770774665)"
S,Day_8,norm,90.7921237892277,"(18.020262880538667, 18.553670799774103)"
S,Day_8,poisson,230.38681938329455,"(18.2,)"
,,,,
S,Day_8,Results for Stop 21,,
S,Day_8,weibull_min,-31.73914246022595,"(0.2173409808227681, 2.7817821097639994, 7.77285369252702)"
S,Day_8,gamma,-29.10754293178053,"(0.10567072810934616, 2.7817821097639994, 12.716245412355665)"
S,Day_8,lognorm,-20.166809189117096,"(9.87794281451589, 2.7817821097639994, 13.309977093802488)"
S,Day_8,beta,42.567510358271186,"(0.4683807963886062, 0.5517506118828945, -1.682603890099568, 51.31038268895222)"
S,Day_8,expon,65.19855952685114,"(2.781782109764, 16.85942707076138)"
S,Day_8,norm,71.26808400453581,"(19.64120918052538, 16.204949448343214)"
S,Day_8,poisson,143.1446541142227,"(19.875,)"
,,,,
S,Day_8,Results for Stop 19,,
S,Day_8,lognorm,-1.4014859320279172,"(10.459383027690137, 5.781782109763992, 7.692234595359253)"
S,Day_8,beta,6.8991686906580085,"(0.10317844655585502, 0.33733707060770385, 2.9720173342377376, 32.27282512696947)"
S,Day_8,gamma,11.886534409255749,"(0.5823841115069033, 5.781782109763992, 8.317530072384212)"
S,Day_8,weibull_min,19.218213671501623,"(0.7100617084972238, 5.781782109763992, 12.408876459987287)"
S,Day_8,expon,36.29219683411261,"(5.781782109763993, 9.292612070288643)"
S,Day_8,norm,41.61214467585763,"(15.074394180052636, 10.404890483118157)"
S,Day_8,poisson,53.38983180123148,"(15.2,)"
,,,,
S,Day_9,Results for Stop 13,,
S,Day_9,gamma,116.23178421620428,"(0.5871406646031212, 0.7817821097640045, 24.951041516659096)"
S,Day_9,weibull_min,145.09251332150527,"(0.8206285483848335, 0.7817821097640046, 22.66196857402351)"
S,Day_9,beta,149.25283034197588,"(0.8528730159464131, 2.2984470016282907, 0.7817821097640046, 85.63012892947984)"
S,Day_9,expon,168.21758173362963,"(0.7817821097640048, 22.319026999281462)"
S,Day_9,lognorm,174.64692860948267,"(0.8786636319924417, -3.0163473753627197, 18.6638766263455)"
S,Day_9,norm,180.15942622075664,"(23.100809109045468, 19.787434644114946)"
S,Day_9,poisson,425.8812136228988,"(23.1,)"
,,,,
S,Day_9,Results for Stop 8,,
S,Day_9,beta,87.35421830528125,"(0.5195418214498787, 5.86237257560656, 0.7817821097640046, 374.43361456170464)"
S,Day_9,gamma,138.42347660249942,"(0.91477053576975, 0.7817821097640046, 24.033954038700635)"
S,Day_9,expon,148.1088386134262,"(0.7817821097640048, 25.495328857764903)"
S,Day_9,weibull_min,150.153689427209,"(1.304792501536458, -0.48082792437003163, 28.78344237714181)"
S,Day_9,lognorm,151.39877367272535,"(0.4136471586291972, -19.526124274952508, 42.108036958739575)"
S,Day_9,norm,152.50567157050102,"(26.27711096752891, 19.084478038471165)"
S,Day_9,poisson,323.6331747386729,"(26.41176470588235,)"
,,,,
S,Day_9,Results for Stop 11,,
S,Day_9,beta,88.85048772938205,"(0.6772051246639946, 0.5400177590122348, -1.699993167448104, 72.12916681814147)"
S,Day_9,gamma,103.58301129812537,"(0.801360180690242, 2.7817821097639994, 25.707980264881158)"
S,Day_9,weibull_min,110.08560391728793,"(0.9012278358165795, 2.7817821097639994, 21.33771757438472)"
S,Day_9,expon,114.46390509784604,"(2.781782109764, 25.754560920011457)"
S,Day_9,norm,122.03741708666826,"(28.536343029775455, 22.668178753015724)"
S,Day_9,lognorm,123.17008326180353,"(4.719187178472131, 2.7817821094228474, 1.673442160034889)"
S,Day_9,poisson,290.81194372692363,"(28.615384615384617,)"
,,,,
S,Day_9,Results for Stop 15,,
S,Day_9,weibull_min,56.916679873693035,"(0.47680666499618474, 1.7817821097639999, 26.50860883319782)"
S,Day_9,beta,61.593824030539025,"(0.70392345434963, 0.6184169232207204, -2.3667104247378266, 77.75766080629973)"
S,Day_9,expon,86.75159683313852,"(1.7817821097640003, 36.49995162241804)"
S,Day_9,norm,87.9692186273467,"(38.28173373218204, 25.68784845194005)"
S,Day_9,gamma,89.98268766395175,"(1062.9394928403958, -801.0182856547428, 0.7895681691053005)"
S,Day_9,lognorm,89.99821592246113,"(4.129540835881414, 1.7817820489721532, 1.5437880659676746)"
S,Day_9,poisson,235.93653671135655,"(38.333333333333336,)"
,,,,
S,Day_9,Results for Stop 18,,
S,Day_9,lognorm,48.87571788292546,"(7.480462412266938, 1.781782109764, 4.903066760057561)"
S,Day_9,beta,101.58258993951043,"(1.1176773265653677, 0.9179311415078637, -2.611397052006131, 60.81395811269748)"
S,Day_9,expon,105.4850476769478,"(1.7817821097640003, 25.242867818967916)"
S,Day_9,norm,106.84630684109086,"(27.024649928731918, 17.572307964777835)"
S,Day_9,weibull_min,107.72492599542355,"(1.6240996214141354, -2.2668336214231335, 32.54101233667528)"
S,Day_9,gamma,108.61928596367231,"(24.121867564351902, -58.74635277672965, 3.5521378351626973)"
S,Day_9,poisson,215.01395309212933,"(27.083333333333332,)"
,,,,
S,Day_9,Results for Stop 20,,
S,Day_9,beta,58.30385788925825,"(0.5429299243696848, 0.6256996792904611, 3.7817821097639936, 48.94006255715152)"
S,Day_9,weibull_min,68.87401758592462,"(0.45056607787664915, 3.7817821097639936, 39.09664799319394)"
S,Day_9,expon,95.77208882886322,"(3.781782109763994, 23.84223488859129)"
S,Day_9,norm,97.82168033588638,"(27.624016998355284, 17.21331651478528)"
S,Day_9,lognorm,99.66944452857928,"(0.26159892215291985, -39.95490528157908, 65.34665634107262)"
S,Day_9,gamma,99.75667261115719,"(150.4839138039698, -183.0394057294589, 1.3994257683569393)"
S,Day_9,poisson,186.68967048267672,"(27.90909090909091,)"
,,,,
S,Day_9,Results for Stop 16,,
S,Day_9,gamma,12.47812772528262,"(0.3340490566081533, 0.7817821090582638, 47.35007770816361)"
S,Day_9,weibull_min,34.36502342072266,"(0.735009782597953, 0.7817821097640046, 32.75607778379795)"
S,Day_9,lognorm,43.123824034098114,"(4.35917701024792, 0.781782109734859, 0.005169867610949024)"
S,Day_9,beta,88.74756371811714,"(0.5805783090233096, 0.8676813375900523, -6.798333952657783, 84.7615797445853)"
S,Day_9,expon,91.64707260334285,"(0.7817821097640048, 29.43998046086886)"
S,Day_9,norm,97.87578974270392,"(30.221762570632865, 26.439284515440587)"
S,Day_9,poisson,321.81626771706954,"(30.3,)"
,,,,
S,Day_9,Results for Stop 10,,
S,Day_9,gamma,30.7203819455725,"(0.4584146576592397, 23.78178210976396, 15.669195570437392)"
S,Day_9,lognorm,33.95605978182055,"(8.104804744946108, 23.78178210976396, 9.738384567778326)"
S,Day_9,beta,42.660731128994804,"(0.7100708518754237, 1.9632516073232655, 23.78178210976396, 62.40808307218407)"
S,Day_9,weibull_min,50.66288735785945,"(0.8457785730924083, 23.78178210976396, 19.508216433628085)"
S,Day_9,expon,58.38972611985354,"(23.781782109763963, 17.903217353823447)"
S,Day_9,norm,62.11945393876696,"(41.68499946358741, 15.370514539337323)"
S,Day_9,poisson,77.82982197804118,"(41.857142857142854,)"
,,,,
S,Day_9,Results for Stop 6,,
S,Day_9,beta,52.37486884512487,"(1.3227209117998675, 0.7828565111366013, -3.9768954566465577, 70.62158924955801)"
S,Day_9,norm,63.02285191979482,"(39.98080996699803, 16.39505001744674)"
S,Day_9,weibull_min,64.75544995026502,"(5.891179035284761, -42.51626604962125, 89.00927875714171)"
S,Day_9,lognorm,65.03696098700254,"(0.004236807725369756, -3815.8517120343686, 3855.7658241204444)"
S,Day_9,gamma,65.16940272869783,"(268.8493519859113, -235.16327122027934, 1.023325770421728)"
S,Day_9,expon,66.60710765855676,"(7.781782109763989, 32.19902785723404)"
S,Day_9,poisson,96.28954655464017,"(40.142857142857146,)"
,,,,
S,Day_9,Results for Stop 7,,
S,Day_9,beta,43.97127508020494,"(1.1185172998651733, 0.5896438034372918, -3.5383210593621186, 57.28154526604301)"
S,Day_9,norm,71.79059660291236,"(33.83324341601462, 16.742891070445626)"
S,Day_9,weibull_min,72.4092341260178,"(120402744.527484, -1542188749.3295093, 1542188790.8534513)"
S,Day_9,gamma,74.0068151190192,"(265.74446292962926, -246.22591108402742, 1.0533986409476692)"
S,Day_9,expon,75.4774844304973,"(1.7817821097640003, 32.051461306250616)"
S,Day_9,lognorm,78.11768387643488,"(4.5006261423134255, 1.7817821072712092, 1.607329757280072)"
S,Day_9,poisson,129.68964182507537,"(33.875,)"
,,,,
S,Day_9,Results for Stop 2,,
S,Day_9,beta,28.396407952867925,"(0.4756801838823925, 0.3320900868878769, 1.3542500304130687, 47.263453189574086)"
S,Day_9,norm,81.0696912007577,"(29.92599341874293, 17.50892897496177)"
S,Day_9,weibull_min,82.05175548475486,"(64701201.76494307, -887046857.6626573, 887046895.9104569)"
S,Day_9,expon,82.07215052985387,"(1.7817821097640003, 28.14421130897893)"
S,Day_9,gamma,83.20397156084243,"(288.79916208537793, -273.0378273688701, 1.0485853575837782)"
S,Day_9,lognorm,83.43576474023223,"(4.812282284453315, 1.7817821096206035, 1.6693649342013237)"
S,Day_9,poisson,161.15513015125822,"(30.11111111111111,)"
,,,,
S,Day_9,Results for Stop 17,,
S,Day_9,beta,42.571244708324286,"(1.0837894635229888, 0.46817928741575837, -11.374198267869858, 68.2547675097686)"
S,Day_9,norm,71.74850348928067,"(30.529320349879235, 16.69890143419413)"
S,Day_9,expon,71.97342432342288,"(4.781782109763993, 25.74753824011524)"
S,Day_9,weibull_min,73.32302534461286,"(6.156951923725636, -55.40659304114466, 92.67660144946379)"
S,Day_9,lognorm,73.76087126448243,"(0.003993220252026166, -4143.364255998691, 4173.798854897617)"
S,Day_9,gamma,73.87963715553447,"(260.30517667373897, -244.64032613006157, 1.0572633359556507)"
S,Day_9,poisson,132.249912511593,"(30.625,)"
,,,,
S,Day_9,Results for Stop 14,,
S,Day_9,weibull_min,45.57572363195926,"(0.4472173968021737, 0.7817821097640046, 21.667145305815588)"
S,Day_9,gamma,47.81351760690084,"(0.35209233062662104, 0.7817821097640046, 18.117103934899202)"
S,Day_9,lognorm,59.71957886668867,"(7.501824040623582, 0.7817821097640034, 24.327095702990476)"
S,Day_9,beta,65.79439071514383,"(0.2543187230244708, 0.46458324641356724, -6.769758540887757, 84.55154065065169)"
S,Day_9,expon,87.08758298149638,"(0.7817821097640048, 23.438480770774657)"
S,Day_9,norm,98.78109695618537,"(24.220262880538662, 27.663568048371864)"
S,Day_9,poisson,364.1139991361742,"(24.4,)"
,,,,
S,Day_9,Results for Stop 1,,
S,Day_9,gamma,26.001533678157195,"(0.4873603925362502, 15.58499911235185, 20.760398554234314)"
S,Day_9,beta,36.711145835682544,"(0.8591509692445611, 0.676231409114805, 13.874246485075412, 63.89349501733939)"
S,Day_9,lognorm,38.13607380808092,"(5.953523095591088, 15.584999112351849, 5.303940300439597)"
S,Day_9,weibull_min,48.221859366054744,"(0.8799163572021386, 15.58499911235185, 25.98159505850436)"
S,Day_9,expon,54.07560768625572,"(15.584999112351852, 23.87823339103504)"
S,Day_9,norm,56.91852642837084,"(39.46323250338689, 19.90435733181355)"
S,Day_9,poisson,91.09750911151201,"(39.5,)"
,,,,
S,Day_9,Results for Stop 12,,
S,Day_9,weibull_min,44.81801628609083,"(0.5918902263850108, 0.7817821097640045, 33.16959762943061)"
S,Day_9,gamma,45.11894587082307,"(0.5248057696370401, 0.7817821097640041, 18.730354501140305)"
S,Day_9,lognorm,49.09201643394775,"(8.098240605062022, 0.7817821097638362, 22.63676689848935)"
S,Day_9,beta,71.1394584663,"(1.3793944754478087, 0.9124837608930281, -11.253134265457586, 72.02283193210909)"
S,Day_9,expon,71.66140232459183,"(0.7817821097640048, 25.25029011319856)"
S,Day_9,norm,77.56315805080101,"(26.032072222962565, 24.01692631688803)"
S,Day_9,poisson,235.5086126412831,"(26.25,)"
,,,,
S,Day_9,Results for Stop 4,,
S,Day_9,weibull_min,-4.397486527381954,"(0.3846436511719814, 0.7817821097640046, 56.00664814480777)"
S,Day_9,lognorm,-2.558733452003924,"(9.004604454999406, 0.7817821097640045, 31.90849032142316)"
S,Day_9,beta,25.080887156205495,"(0.6217170992124237, 0.8153156153085855, 0.7817821097640046, 86.44813962446872)"
S,Day_9,gamma,48.356743933735174,"(0.7813364399709274, 0.7817821097640045, 20.59891684381563)"
S,Day_9,expon,77.72814301407938,"(0.7817821097640048, 22.10951248777415)"
S,Day_9,norm,88.35667401429271,"(22.891294597538156, 26.246781092691798)"
S,Day_9,poisson,270.9749723970017,"(23.0,)"
,,,,
S,Day_9,Results for Stop 3,,
S,Day_9,beta,29.846874824133497,"(0.19132918158929924, 0.294505126840849, -2.7396361684854433, 60.10785752651024)"
S,Day_9,gamma,31.54700900023395,"(0.3827970659433315, 2.7817821097639994, 39.091063864635984)"
S,Day_9,lognorm,60.71592297913914,"(5.292523121655551, 2.7817821097627036, 1.871415212305322)"
S,Day_9,weibull_min,62.49085555641672,"(0.8578073562644064, 2.7817821097639994, 29.968557963218302)"
S,Day_9,expon,70.14576419526642,"(2.781782109764, 22.968191080438466)"
S,Day_9,norm,75.9628761894514,"(25.749973190202464, 21.73103077325702)"
S,Day_9,poisson,189.1661779521026,"(25.875,)"
,,,,
S,Day_9,Results for Stop 5,,
S,Day_9,beta,66.0910171501431,"(0.4894449996953404, 0.691854083561984, -1.1361823619400762, 54.397941488552846)"
S,Day_9,weibull_min,70.17487682957831,"(0.8012245885051228, 0.7817821097640046, 20.347776408734063)"
S,Day_9,gamma,78.03629759120287,"(0.8908821423629065, 0.7817821097640045, 15.447915089034456)"
S,Day_9,expon,83.16669519881178,"(0.7817821097640048, 19.265862741897877)"
S,Day_9,lognorm,86.31973768363912,"(1.8160623473609654, 0.6329423831619432, 7.391830540096928)"
S,Day_9,norm,90.23710958798006,"(20.047644851661882, 18.045871740712787)"
S,Day_9,poisson,220.75065495608533,"(20.2,)"
,,,,
S,Day_9,Results for Stop 21,,
S,Day_9,weibull_min,-31.839632064060943,"(0.19286162449718897, 2.7817821097639994, 9.478555549380271)"
S,Day_9,beta,40.32973902918913,"(0.6049410783406177, 0.4714102567366207, -2.1059708895361737, 59.91717287630247)"
S,Day_9,gamma,44.67254389006672,"(0.8086629050686847, 2.7817821097639994, 13.397024083653292)"
S,Day_9,lognorm,56.214545871523455,"(3.5385999235406507, 2.781781703018421, 0.11154336598997897)"
S,Day_9,expon,67.30722799988979,"(2.781782109764, 19.234427070761335)"
S,Day_9,norm,73.42861212018214,"(22.016209180525333, 18.547772932646918)"
S,Day_9,poisson,162.02069534597598,"(22.25,)"
,,,,
S,Day_9,Results for Stop 9,,
S,Day_9,beta,26.696108770576284,"(1.8486520368816477, 0.7942999317196449, -7.157138827652638, 58.91101026191697)"
S,Day_9,expon,37.5826137555101,"(4.263373649952314, 24.479272019557197)"
S,Day_9,norm,37.98761265615591,"(28.74264566950951, 16.93721122104913)"
S,Day_9,weibull_min,39.836012567541886,"(2.8930548789142767, -14.919109685051517, 49.108336125595926)"
S,Day_9,lognorm,39.99313606416939,"(0.010522970109262873, -1582.4854742615057, 1611.1248779460357)"
S,Day_9,gamma,40.00294163043015,"(555.2472484421094, -373.4292077030366, 0.7242280879697671)"
S,Day_9,poisson,70.82208996712352,"(28.75,)"
,,,,
S,Day_9,Results for Stop 19,,
S,Day_9,lognorm,6.616653478034717,"(7.290858073218072, 0.7817821097640046, 3.02119020646088)"
S,Day_9,weibull_min,7.755840041086222,"(0.507637684037848, 0.7817821097640045, 15.538192765613069)"
S,Day_9,beta,18.26627748946553,"(0.2453411432787167, 0.5334945121655119, -3.9036315743134153, 51.14847403552065)"
S,Day_9,gamma,20.58553367668361,"(0.6594406733108076, 0.7817821097640045, 10.948265459937671)"
S,Day_9,expon,41.403632696694096,"(0.7817821097640048, 15.49261207028863)"
