Matrix,Group,Distribution,AIC,Parameters
S,Day_1,expon,165.20873395284192,"(17.00546554487198, 20.70175229914304)"
S,Day_1,lognorm,195.34529934379532,"(6.751894246512794, 17.005465544871978, 2.5963668995245865)"
S,Day_1,weibull_min,inf,"(2.2426189035293245, 23.155554104141405, 17.349912608167834)"
,,,,
S,Day_1,Results for Stop 5,,
S,Day_1,beta,36.465056934279644,"(19.02026688171096, 0.4009947968090901, -69.53796963812039, 107.04445972018668)"
S,Day_1,norm,116.54304923804189,"(35.40657317418953, 4.033512957040516)"
S,Day_1,lognorm,118.64740057960373,"(0.0018058585544558099, -2190.6350881584804, 2226.0631872982312)"
S,Day_1,poisson,120.40172924110234,"(35.25,)"
S,Day_1,gamma,120.85504491390401,"(272.31748886213813, -36.85107094101588, 0.26495720690544255)"
S,Day_1,expon,152.70632665057127,"(20.2617591266129, 15.14481404757663)"
S,Day_1,weibull_min,162.9533096487142,"(0.2881450634435119, 20.261759126612898, 1.4460301701950795)"
,,,,
S,Day_2,Results for Stop 15,,
S,Day_2,beta,118.7772082588418,"(0.5571778812036563, 27.483018513446027, 34.7410807695394, 543.4360849126165)"
S,Day_2,gamma,128.31808460102704,"(0.7368415557756137, 34.7410807695394, 17.568402667950473)"
S,Day_2,lognorm,139.9004934068842,"(1.3538967700060285, 34.55701508659084, 4.332703077824291)"
S,Day_2,weibull_min,142.26227014654486,"(0.9339999633753475, 34.7410807695394, 13.252753987439153)"
S,Day_2,expon,144.93545838334575,"(34.74108076953941, 10.544518505769162)"
S,Day_2,norm,180.9846682535845,"(45.28559927530857, 16.36233651103158)"
S,Day_2,poisson,222.4786277354636,"(45.142857142857146,)"
,,,,
S,Day_2,Results for Stop 8,,
S,Day_2,beta,119.063790163484,"(0.3671385077579101, 2.091221487005263, 33.74971308444339, 63.460188007628346)"
S,Day_2,gamma,124.98801502727753,"(0.4228101776839963, 33.74971308444339, 13.194736872065228)"
S,Day_2,weibull_min,140.32272337439835,"(0.8461500769789626, 33.74971308444339, 13.644449940814308)"
S,Day_2,expon,146.4749200696439,"(33.7497130844434, 10.938186349379585)"
S,Day_2,lognorm,148.4113213021621,"(1.0141531986769388, 33.07153871594872, 7.0834346109368145)"
S,Day_2,norm,169.31956313652748,"(44.687899433822984, 12.394360136880119)"
S,Day_2,poisson,184.76228820928873,"(44.714285714285715,)"
,,,,
S,Day_2,Results for Stop 20,,
S,Day_2,beta,34.88138364999217,"(0.09680639429499571, 0.6067714271684022, 37.223935784508825, 44.77836530216838)"
S,Day_2,weibull_min,45.6433642790304,"(0.3446094138243404, 37.223935784508825, 11.392097707048551)"
S,Day_2,lognorm,56.64264321390421,"(8.427041900648867, 37.223935784508825, 0.9340196928475244)"
S,Day_2,gamma,68.9599242946733,"(0.5552468522667828, 37.223935784508825, 6.176508319706311)"
S,Day_2,expon,123.58675548498535,"(37.22393578450883, 6.342694651344601)"
S,Day_2,norm,163.42495828042755,"(43.56663043585343, 10.771392819467474)"
S,Day_2,poisson,169.7345482858517,"(43.57142857142857,)"
,,,,
S,Day_2,Results for Stop 4,,
S,Day_2,gamma,80.34281936685758,"(0.4404307333277493, 36.36510913690387, 21.70405218905957)"
S,Day_2,lognorm,102.72877618163822,"(1.6960965714280203, 36.33942523198368, 1.427310531919305)"
S,Day_2,weibull_min,104.35567379429992,"(0.7897756542818453, 36.36510913690387, 8.246316842620185)"
S,Day_2,beta,107.83843863250192,"(0.4201692561430963, 877.142062624866, 36.36510913690387, 3498.9953301949863)"
S,Day_2,expon,125.1492051302028,"(36.365109136903875, 6.58309424005018)"
S,Day_2,norm,176.6957871057137,"(42.948203376954055, 14.773956307240905)"
S,Day_2,poisson,202.1566380428681,"(42.80952380952381,)"
,,,,
S,Day_2,Results for Stop 18,,
S,Day_2,beta,91.4790762677645,"(0.13485298906737941, 0.5986406065048158, 33.80468865598931, 38.397872404702035)"
S,Day_2,gamma,114.19349519624971,"(0.38192284301142476, 33.80468865598931, 15.920905465057032)"
S,Day_2,weibull_min,132.3908685580825,"(0.8178203444750689, 33.80468865598931, 5.323308426372085)"
S,Day_2,lognorm,137.4507678662601,"(0.84617786248447, 32.986501250549615, 6.539539611508349)"
S,Day_2,expon,137.50257322023904,"(33.80468865598932, 8.834218931721026)"
S,Day_2,norm,160.41615446007734,"(42.63890758771034, 10.026740966478743)"
S,Day_2,poisson,162.6221418991015,"(42.523809523809526,)"
,,,,
S,Day_2,Results for Stop 9,,
S,Day_2,beta,-32.08183665124609,"(0.08219899751878645, 0.5761624436975865, 37.230828971794956, 45.12615259861646)"
S,Day_2,weibull_min,-21.883961767415556,"(0.28256795365780196, 37.230828971794956, 7.645335788912357)"
S,Day_2,lognorm,-18.50968052681884,"(5.351987223141135, 37.23082897179495, 0.007543114984269267)"
S,Day_2,gamma,90.55796838625994,"(0.8426468793256812, 37.230828971794956, 12.315063950203752)"
S,Day_2,expon,115.6058418365449,"(37.23082897179496, 5.245035176449498)"
S,Day_2,norm,165.98368924854918,"(42.47586414824446, 11.44801065189976)"
S,Day_2,poisson,175.11055946643665,"(42.285714285714285,)"
,,,,
S,Day_2,Results for Stop 6,,
S,Day_2,gamma,-3.2101936359743313,"(0.296238879010847, 37.226803907668675, 26.37727316050314)"
S,Day_2,lognorm,1.5224000833608597,"(6.087822674702773, 37.226803907668675, 0.10011294827606967)"
S,Day_2,beta,32.54766547177141,"(0.30951142201484105, 254.09207329379558, 37.226803907668675, 814.8992617388972)"
S,Day_2,weibull_min,54.282623569467546,"(0.7066002526569661, 37.226803907668675, 6.640765085357005)"
S,Day_2,expon,113.55468152299964,"(37.22680390766868, 4.995036893536621)"
S,Day_2,norm,176.83144332967947,"(42.2218408012053, 14.821752004202619)"
S,Day_2,poisson,200.86769146808524,"(42.095238095238095,)"
,,,,
S,Day_2,Results for Stop 10,,
S,Day_2,gamma,40.57860035161995,"(0.3292238970430171, 37.10668808356534, 20.807015509119214)"
S,Day_2,lognorm,65.86115665478238,"(2.484625928064594, 37.10606977161565, 0.4050134038918536)"
S,Day_2,weibull_min,76.54291662666367,"(0.7290443746681937, 37.10668808356534, 6.344490514700515)"
S,Day_2,beta,92.23393579771682,"(0.5502073312862267, 417.1428568278733, 37.10668808356534, 1074.8870628496634)"
S,Day_2,expon,113.26497491903245,"(37.106688083565345, 4.960700803982675)"
S,Day_2,norm,168.1815211847146,"(42.06738888754802, 12.063028805795389)"
S,Day_2,poisson,176.8579680785108,"(41.95238095238095,)"
,,,,
S,Day_2,Results for Stop 16,,
S,Day_2,beta,92.09411803732783,"(0.1139991524967727, 0.8111803347945136, 36.05306116803552, 38.00917277525758)"
S,Day_2,weibull_min,98.38438732891463,"(0.727140452290999, 36.05306116803552, 4.295573680911945)"
S,Day_2,gamma,108.06758737814273,"(0.8117765017665659, 36.05306116803552, 9.828426206907624)"
S,Day_2,lognorm,111.86771463757732,"(1.2783383559311616, 35.94087399999741, 2.3541206037496405)"
S,Day_2,expon,117.39142393803051,"(36.053061168035526, 5.472829769834611)"
S,Day_2,poisson,152.25089997346896,"(41.38095238095238,)"
S,Day_2,norm,154.02640100948852,"(41.52589093787014, 8.611673216848127)"
,,,,
S,Day_2,Results for Stop 13,,
S,Day_2,norm,159.86252501645606,"(40.879457087480695, 9.895439230320397)"
S,Day_2,lognorm,161.99638149257916,"(0.01856032684662593, -492.2850469660475, 533.0247228977544)"
S,Day_2,gamma,162.1390535017441,"(398.4794425124983, -160.06720683100997, 0.5041232594073297)"
S,Day_2,weibull_min,162.23321176833727,"(5.250157416631464, -5.998430392289117, 50.75936563948969)"
S,Day_2,beta,163.6969461272257,"(26821.3195017559, 136.09375762122409, -22733.169686398083, 22889.60669663363)"
S,Day_2,poisson,172.9802741903644,"(40.666666666666664,)"
S,Day_2,expon,185.48960836469251,"(13.186416160957904, 27.69304092652279)"
,,,,
S,Day_2,Results for Stop 1,,
S,Day_2,beta,-40.056101580394845,"(0.11745574984170035, 0.7757740997496897, 37.23476870906444, 29.406059635181688)"
S,Day_2,gamma,-37.73790972650697,"(0.17115525361831352, 37.23476870906444, 11.833296014955707)"
S,Day_2,weibull_min,-30.695564176901506,"(0.20114146490327897, 37.23476870906444, 6.1390419438527495)"
S,Day_2,lognorm,-18.63074228687159,"(4.602506788645213, 37.2347687090531, 0.017896182047144313)"
S,Day_2,expon,99.33789230648581,"(37.23476870906445, 3.560673871937972)"
S,Day_2,poisson,144.1888341543419,"(40.61904761904762,)"
S,Day_2,norm,147.31659672814808,"(40.79544258100242, 7.3401654914702785)"
,,,,
S,Day_2,Results for Stop 14,,
S,Day_2,weibull_min,82.08249170490826,"(0.664670301867857, 36.61070033649673, 6.798924640066694)"
S,Day_2,gamma,82.34275916548239,"(0.6656386131929363, 36.61070033649673, 9.355263458617113)"
S,Day_2,beta,87.9166108603738,"(0.6851482232344445, 74.78196967714439, 36.61070033649673, 295.97750166898277)"
S,Day_2,lognorm,91.73860077842626,"(1.6034278772471544, 36.58423749420378, 1.162190077296502)"
S,Day_2,expon,106.11986364359154,"(36.610700336496734, 4.1846594423488455)"
S,Day_2,poisson,145.685863436917,"(40.76190476190476,)"
S,Day_2,norm,149.1428269524501,"(40.79535977884558, 7.666368697032389)"
,,,,
S,Day_2,Results for Stop 2,,
S,Day_2,beta,106.30932304026348,"(0.7463945460570724, 50.17696491661863, 34.680801743548436, 348.4503848808465)"
S,Day_2,weibull_min,111.96252340044391,"(0.8975312313005455, 34.680801743548436, 4.939184787213398)"
S,Day_2,lognorm,114.77177749475801,"(0.849013732356549, 34.2139652658266, 3.798316972306102)"
S,Day_2,expon,116.1327619742642,"(34.68080174354844, 5.311252409220863)"
S,Day_2,poisson,140.3552954987693,"(39.904761904761905,)"
S,Day_2,norm,145.33522211063024,"(39.992054152769306, 7.00192984192362)"
S,Day_2,gamma,218.97859187492213,"(0.4846969147535473, 34.680801743548436, 1.1652374461374477)"
,,,,
S,Day_2,Results for Stop 17,,
S,Day_2,beta,80.2820854939025,"(0.23603411691974438, 0.6773077429394362, 35.355051880964076, 14.779287029172494)"
S,Day_2,gamma,98.42479372299188,"(0.7798660089308922, 35.355051880964076, 4.884950788092761)"
S,Day_2,weibull_min,107.25511766417091,"(0.9552417958443131, 35.35505188096407, 4.3008350944101785)"
S,Day_2,expon,107.52987954338897,"(35.35505188096408, 4.327530828861612)"
S,Day_2,lognorm,108.85816847088026,"(0.7937940111008601, 34.83930182165173, 3.528973673176833)"
S,Day_2,norm,122.59433796943243,"(39.682582709825695, 4.074451679059797)"
S,Day_2,poisson,126.65128275000949,"(39.523809523809526,)"
,,,,
S,Day_2,Results for Stop 7,,
S,Day_2,beta,132.52145034075454,"(0.4000741383694333, 0.816698474841772, 24.74322420668114, 44.90684966840302)"
S,Day_2,lognorm,153.12178341540897,"(0.3965117053276901, 17.452510067135826, 20.267370841090205)"
S,Day_2,gamma,154.25676599308116,"(3.9459635852023114, 21.523951465176225, 4.547637896752041)"
S,Day_2,expon,158.96248195978512,"(24.743224206681145, 14.725532675712532)"
S,Day_2,norm,160.31275891059204,"(39.46875688239368, 10.002087506007523)"
S,Day_2,poisson,165.15701895550654,"(39.285714285714285,)"
S,Day_2,weibull_min,inf,"(1.062968994017, 30.275240933852412, 9.728120187653438)"
,,,,
S,Day_2,Results for Stop 21,,
S,Day_2,weibull_min,-35.355950504594006,"(0.29437423420023723, 37.23425190598095, 2.4640775654908977)"
S,Day_2,lognorm,-21.904489044358836,"(6.982886365147195, 37.23425190598095, 0.9628614386864569)"
S,Day_2,beta,-6.329875563025595,"(0.28918517257931065, 160.5499718593412, 37.23425190598095, 196.37562180297198)"
S,Day_2,gamma,-4.4518909044378745,"(0.5323021235327743, 37.23425190598095, 5.128256676042386)"
S,Day_2,expon,69.67513968801,"(37.234251905980955, 1.7571510960051313)"
S,Day_2,norm,118.76004962038532,"(38.991403001986086, 3.7189582941446426)"
S,Day_2,poisson,124.8613492056564,"(38.904761904761905,)"
,,,,
S,Day_2,Results for Stop 11,,
S,Day_2,poisson,142.08676547021787,"(38.76190476190476,)"
S,Day_2,lognorm,144.8990148177964,"(0.20765688049225137, 6.390937742931588, 31.818553209180205)"
S,Day_2,gamma,145.24887297784855,"(14.003404969093207, 13.370888150661521, 1.8241118309975213)"
S,Day_2,norm,145.74056934057813,"(38.91466361449219, 7.069833484914926)"
S,Day_2,beta,147.25307742241108,"(13.098997792236709, 50683.06369038068, 14.048882796347229, 96236.19761865726)"
S,Day_2,expon,158.05897154272284,"(24.50252586204465, 14.412137752447542)"
S,Day_2,weibull_min,inf,"(0.8807010433241165, 33.86866670273886, 6.130555928615663)"
,,,,
S,Day_2,Results for Stop 3,,
S,Day_2,poisson,134.2437220690095,"(38.333333333333336,)"
S,Day_2,gamma,136.09897550550278,"(18.541737403368707, 15.004271138206084, 1.2672710706610875)"
S,Day_2,norm,136.37882125374617,"(38.50168046002695, 5.657251441995758)"
S,Day_2,expon,150.83060776176004,"(26.368221358024968, 12.133459102001979)"
S,Day_2,lognorm,186.9249676604586,"(6.072749150496639, 26.36822135802496, 0.9996448923421319)"
S,Day_2,beta,inf,"(0.47566620970313767, 7.90471870511333, 36.23693585961123, 49.11753277887374)"
S,Day_2,weibull_min,inf,"(1.2033505342506048, 33.54468775827681, 5.73040374645654)"
,,,,
S,Day_2,Results for Stop 5,,
S,Day_2,lognorm,115.10547287919272,"(0.31857738056553164, 27.386200588386224, 10.203221383455464)"
S,Day_2,gamma,116.06342588877993,"(5.927661480681456, 29.56081263497716, 1.4483937893442245)"
S,Day_2,weibull_min,118.10107969042022,"(1.8380253992362006, 31.311911820530376, 7.679487263631161)"
S,Day_2,beta,118.1393140568294,"(4.947067227502025, 3930810.118414088, 30.015791309233474, 6496714.899794627)"
S,Day_2,norm,120.49866919605748,"(38.146412485153675, 3.876138029795108)"
S,Day_2,expon,123.61787906042628,"(31.79901591722169, 6.347396567931984)"
S,Day_2,poisson,124.77138902970242,"(38.0,)"
,,,,
S,Day_2,Results for Stop 12,,
S,Day_2,lognorm,114.91756588996459,"(0.3200953535916179, 27.264257297111556, 10.109538449165504)"
S,Day_2,beta,118.6636463413749,"(4.13878850424673, 53038484727.31675, 30.067342353896144, 102606657602.0719)"
S,Day_2,norm,121.68589997988009,"(37.9413103387323, 3.987269673900781)"
S,Day_2,expon,124.73732341501368,"(31.42245905755437, 6.5188512811779304)"
S,Day_2,poisson,125.41702976014206,"(37.857142857142854,)"
S,Day_2,gamma,164.6299621231644,"(0.46463372811365816, 31.422459057554367, 2.4853064007163717)"
S,Day_2,weibull_min,inf,"(0.8203224954575046, 35.52073993782542, 4.0977654161131305)"
,,,,
S,Day_2,Results for Stop 19,,
S,Day_2,norm,48.08979059844277,"(37.2008841634277, 0.6912998491837874)"
S,Day_2,gamma,50.08985528672242,"(1097316.21099051, -686.9591939968388, 0.0006599374713930476)"
S,Day_2,lognorm,50.09332935978348,"(0.00621440035586384, -74.01576763559808, 111.2144358106413)"
S,Day_2,weibull_min,51.47213713819436,"(4.13812210111507, 34.46410738931102, 2.991384013655214)"
S,Day_2,beta,52.08979661112344,"(2172540.6516996357, 2170390.5411393256, -1404.2103946243953, 2881.395954357952)"
S,Day_2,expon,73.02196013930839,"(35.29798232714536, 1.9029018362823393)"
S,Day_2,poisson,116.89133272259318,"(37.0,)"
,,,,
S,Day_3,Results for Stop 15,,
S,Day_3,lognorm,-26.869076032294934,"(6.417013717387506, 37.23936052662324, 0.006214603357334845)"
S,Day_3,beta,-21.592768385169574,"(0.19732444455410922, 56.140326459741324, 37.23936052662324, 596.8971645563029)"
S,Day_3,gamma,46.078731335571796,"(0.6160272967748458, 37.23936052662324, 19.884023090003296)"
S,Day_3,weibull_min,104.89036343879326,"(0.8777772210262555, 37.23936052662324, 11.590975115123403)"
S,Day_3,expon,132.572388546064,"(37.239360526623244, 7.85576255820915)"
S,Day_3,norm,180.61227925431416,"(45.095123084832395, 16.217902663632017)"
S,Day_3,poisson,219.03645388250513,"(44.95238095238095,)"
,,,,
S,Day_3,Results for Stop 10,,
S,Day_3,gamma,50.34003476906509,"(0.3835317641439427, 37.10668808356534, 22.555077846505647)"
S,Day_3,lognorm,70.94325616868613,"(2.6291271695328473, 37.10633551585965, 0.4319769054395421)"
S,Day_3,weibull_min,85.9267145467313,"(0.7531388615085506, 37.10668808356534, 7.475240539220172)"
S,Day_3,beta,88.18113357061632,"(0.4923331143802846, 290.3450313549931, 37.10668808356534, 1010.1410219977975)"
S,Day_3,expon,120.64102001812209,"(37.106688083565345, 5.913081756363624)"
S,Day_3,norm,175.67837931641807,"(43.01976983992897, 14.420371966581117)"
S,Day_3,poisson,198.73672000992752,"(42.904761904761905,)"
,,,,
S,Day_3,Results for Stop 4,,
S,Day_3,beta,97.90870665427892,"(0.4800795115183798, 49.435446927729885, 35.74001679779163, 702.290937213387)"
S,Day_3,weibull_min,107.27679975287111,"(0.6545765636033785, 35.74001679779163, 10.412696614207018)"
S,Day_3,gamma,113.62684973790405,"(0.7472525640642491, 35.74001679779163, 13.727911839856702)"
S,Day_3,lognorm,120.1922607289329,"(1.3257098051718361, 35.62227722091323, 2.7675405477244057)"
S,Day_3,expon,128.68074816456064,"(35.74001679779164, 7.160567531543364)"
S,Day_3,norm,168.8368232501567,"(42.900584329335004, 12.252717322738723)"
S,Day_3,poisson,180.9329762556637,"(42.76190476190476,)"
,,,,
S,Day_3,Results for Stop 6,,
S,Day_3,gamma,101.55009359387347,"(0.32601500268418415, 34.48639168873227, 30.280022412614684)"
S,Day_3,beta,108.39589176361906,"(0.43235922431252627, 159.71002578455818, 34.48639168873227, 1932.9754939949717)"
S,Day_3,weibull_min,117.81640523365628,"(0.7443486791812677, 34.48639168873227, 8.316220217598143)"
S,Day_3,lognorm,127.28973171068537,"(1.0753040214699126, 34.18855153904492, 4.040247087846794)"
S,Day_3,expon,135.39630920929332,"(34.486391688732276, 8.402115779139685)"
S,Day_3,norm,182.50302677490973,"(42.88850746787196, 16.964679951989964)"
S,Day_3,poisson,223.34312223542565,"(42.76190476190476,)"
,,,,
S,Day_3,Results for Stop 20,,
S,Day_3,beta,106.3522337276689,"(0.18903751290810283, 1.062254873675951, 34.993412054412126, 46.03915466738471)"
S,Day_3,gamma,111.1033676252326,"(0.5900365462258575, 34.993412054412126, 15.050259077079412)"
S,Day_3,expon,131.81884708630673,"(34.99341205441213, 7.716075524298454)"
S,Day_3,lognorm,131.9018689081404,"(1.022711166665454, 34.581400271045275, 4.741104785190425)"
S,Day_3,weibull_min,132.54878767235195,"(0.9694691409230182, 34.993412054412126, 9.397080823813603)"
S,Day_3,norm,159.17256623242673,"(42.709487578710586, 9.734208949171142)"
S,Day_3,poisson,161.5532224707169,"(42.714285714285715,)"
,,,,
S,Day_3,Results for Stop 3,,
S,Day_3,gamma,93.49054108928257,"(0.4139640692308111, 35.12156292792256, 24.558275543347825)"
S,Day_3,weibull_min,113.27254082936274,"(0.8088311074957857, 35.12156292792256, 8.133918479211255)"
S,Day_3,lognorm,114.03511312680469,"(1.1161899667510715, 34.93679703887756, 2.838896490809635)"
S,Day_3,expon,128.29086031762563,"(35.12156292792257, 7.094403246390037)"
S,Day_3,beta,137.40016864945522,"(0.9317066788584691, 1001.1063356496078, 35.12156292792256, 4011.4671970365853)"
S,Day_3,norm,180.1124354386954,"(42.215966174312605, 16.02603667025902)"
S,Day_3,poisson,215.8660392245767,"(42.04761904761905,)"
,,,,
S,Day_3,Results for Stop 11,,
S,Day_3,weibull_min,122.1683777450695,"(0.49425787487697015, 33.368014292378774, 11.020733057135082)"
S,Day_3,gamma,125.72431925220947,"(0.745860137579477, 33.368014292378774, 13.525916643902965)"
S,Day_3,lognorm,136.40567195380785,"(0.825407077088441, 32.51060553854647, 6.539387913896723)"
S,Day_3,expon,137.49375163817777,"(33.36801429237878, 8.83236360782768)"
S,Day_3,beta,142.1983015001316,"(0.06370119359922362, 0.36721804629348287, 33.367008891189585, 44.1355169708549)"
S,Day_3,norm,164.87781035551023,"(42.20037790020646, 11.150513190256158)"
S,Day_3,poisson,172.25059736737978,"(42.04761904761905,)"
,,,,
S,Day_3,Results for Stop 13,,
S,Day_3,beta,136.83787481724187,"(0.3474235483142073, 0.769702904806863, 26.18648270674591, 57.06668724586681)"
S,Day_3,gamma,161.7453031779294,"(2.1264917277427635, 24.86556389098132, 8.068126493566046)"
S,Day_3,expon,162.01555799528157,"(26.186482706745913, 15.835831523591914)"
S,Day_3,norm,170.390345855903,"(42.02231423033783, 12.71441473251285)"
S,Day_3,lognorm,188.48267907440655,"(7.437404707617937, 26.18648270674591, 3.854772781183917)"
S,Day_3,poisson,190.65982689545697,"(41.80952380952381,)"
S,Day_3,weibull_min,inf,"(0.946740270856478, 30.005465544871974, 14.300411520707573)"
,,,,
S,Day_3,Results for Stop 18,,
S,Day_3,beta,135.97558883408567,"(0.3015938957321759, 1.1212044861253563, 26.804688655989544, 63.79917097422032)"
S,Day_3,gamma,156.71387985070132,"(2.7596716521971247, 24.9480336330982, 6.01363813378117)"
S,Day_3,expon,159.0008211498305,"(26.804688655989548, 14.738980836482721)"
S,Day_3,norm,165.46832829262559,"(41.54366949247227, 11.30839617063435)"
S,Day_3,poisson,174.40077597004057,"(41.42857142857143,)"
S,Day_3,lognorm,187.9856392180077,"(6.893399422620192, 26.804688655989544, 4.050037914764642)"
S,Day_3,weibull_min,inf,"(0.812486504390217, 33.54925034614822, 11.93397803947516)"
,,,,
S,Day_3,Results for Stop 8,,
S,Day_3,beta,118.63204695662762,"(0.2432822333786589, 1.0595671275100091, 31.04880817016237, 42.21092924429907)"
S,Day_3,expon,144.3598660765205,"(31.048808170162374, 10.400996025565362)"
S,Day_3,lognorm,145.44058682497007,"(0.6810928442712681, 28.989204314957526, 9.82693084249578)"
S,Day_3,gamma,146.12496630716691,"(1.3778003104658454, 30.804608026902432, 7.726246277015695)"
S,Day_3,weibull_min,146.19172939088762,"(1.1259718578409044, 30.97204217239824, 10.935585903588654)"
S,Day_3,norm,158.4267918410638,"(41.44980419572774, 9.562888673902577)"
S,Day_3,poisson,161.40052605508487,"(41.476190476190474,)"
,,,,
S,Day_3,Results for Stop 1,,
S,Day_3,beta,182.90045690580925,"(14.591797930254499, 12918002.690126821, -20.75750992450086, 54040123.06312512)"
S,Day_3,norm,183.27651194936627,"(40.2716330571929, 17.280001437112585)"
S,Day_3,expon,196.14060121381308,"(4.584999112351852, 35.68663394484105)"
S,Day_3,lognorm,238.4596210849512,"(4.855773654364114, 4.584999112216757, 2.268997949002353)"
S,Day_3,poisson,256.45032517234375,"(40.095238095238095,)"
S,Day_3,gamma,333.4559310269853,"(0.4659451826223383, 4.584999112351851, 6.692366285456966)"
S,Day_3,weibull_min,inf,"(0.6155545595718708, 35.038638836512874, 14.343960236725788)"
,,,,
S,Day_3,Results for Stop 9,,
S,Day_3,beta,124.7365059452695,"(0.09892833727394762, 0.4054505218314268, 31.44716085031031, 31.23183985038608)"
S,Day_3,lognorm,134.3502867905904,"(0.5631458548247532, 29.35209407271642, 9.127008444132212)"
S,Day_3,expon,137.29472319616335,"(31.447160850310315, 8.790608059838927)"
S,Day_3,poisson,147.33789168346803,"(40.04761904761905,)"
S,Day_3,norm,149.575760064902,"(40.23776891014924, 7.745801790587983)"
S,Day_3,gamma,248.62979480210427,"(0.3329147684380294, 31.44716085031031, 2.030433589927273)"
S,Day_3,weibull_min,inf,"(0.4404271192758925, 37.230828971794956, 5.524189979214031)"
,,,,
S,Day_3,Results for Stop 2,,
S,Day_3,gamma,59.378428685667494,"(0.4530172461293921, 36.681449841387824, 8.27983664350073)"
S,Day_3,weibull_min,78.10625786706274,"(0.8006375062765079, 36.681449841387824, 3.464037671561071)"
S,Day_3,lognorm,83.67851876382056,"(1.338832276047906, 36.63392751320001, 1.1488036429217543)"
S,Day_3,expon,92.48873889816517,"(36.68144984138783, 3.0248900256672044)"
S,Day_3,beta,105.29508290588677,"(0.9484131870005337, 134.05296087883352, 36.681449841387824, 221.12777307965013)"
S,Day_3,poisson,132.34002415111507,"(39.61904761904762,)"
S,Day_3,norm,135.44526274448722,"(39.706339867055036, 5.53289164192223)"
,,,,
S,Day_3,Results for Stop 12,,
S,Day_3,beta,73.89619896580567,"(0.1046668109074491, 0.7120140448391752, 36.422459057554285, 23.775286033659533)"
S,Day_3,weibull_min,78.04410250217661,"(0.6899290978679254, 36.422459057554285, 4.418298037690887)"
S,Day_3,lognorm,90.17735230433006,"(1.2622888456134906, 36.35215410353868, 1.4224422994821408)"
S,Day_3,gamma,90.84129126017329,"(0.8666482731296856, 36.422459057554285, 5.596915373825244)"
S,Day_3,expon,95.89910366453579,"(36.42245905755429, 3.280756043082775)"
S,Day_3,poisson,131.74629061003077,"(39.61904761904762,)"
S,Day_3,norm,132.8403601732922,"(39.70321510063707, 5.200158417197192)"
,,,,
S,Day_3,Results for Stop 17,,
S,Day_3,lognorm,126.40566671829107,"(0.2869522126769707, 23.587257895056197, 14.824782838966893)"
S,Day_3,beta,129.31244581631577,"(7.207483532801536, 4235945284768.164, 26.76763536924823, 7231579598666.01)"
S,Day_3,poisson,130.03599169125192,"(38.904761904761905,)"
S,Day_3,norm,130.91013870648854,"(39.06353509077808, 4.966579808939688)"
S,Day_3,expon,137.04289838894408,"(30.32547631573081, 8.738058775047271)"
S,Day_3,gamma,273.5515992169986,"(0.48434818819738534, 30.325476315730803, 1.656696893731238)"
S,Day_3,weibull_min,inf,"(0.4145778574551494, 36.98411040204481, 8.573032429655298)"
,,,,
S,Day_3,Results for Stop 16,,
S,Day_3,beta,102.49843342886466,"(0.102791188599793, 0.6038049767545175, 34.30143637881741, 18.73647497286308)"
S,Day_3,lognorm,108.08633088175091,"(0.622867809036554, 33.391239707990195, 4.415435827836255)"
S,Day_3,expon,109.70717056912125,"(34.301436378817414, 4.557787892386067)"
S,Day_3,gamma,110.45097044425624,"(1.7577602748719223, 34.079464981774976, 2.714431513188881)"
S,Day_3,weibull_min,111.1409082533046,"(1.1860339467527186, 34.250179418192374, 4.898513498487988)"
S,Day_3,norm,124.76403372736472,"(38.85922427120348, 4.290467078674085)"
S,Day_3,poisson,126.84361531203582,"(38.714285714285715,)"
,,,,
S,Day_3,Results for Stop 14,,
S,Day_3,lognorm,115.89759421107817,"(0.4803836333904925, 30.91958791450292, 6.895280654195341)"
S,Day_3,beta,120.8556206822746,"(2.576642514977399, 5380661951219.965, 32.196876870099885, 13806779061375.46)"
S,Day_3,expon,121.02523837369685,"(32.827936638897924, 5.967423139947648)"
S,Day_3,poisson,131.05733418935014,"(38.76190476190476,)"
S,Day_3,norm,133.33570439198553,"(38.79535977884557, 5.261851704826153)"
S,Day_3,gamma,269.4292046289064,"(0.3845297572224956, 32.82793663889792, 1.1109272960054144)"
S,Day_3,weibull_min,inf,"(0.8541675021938491, 35.730044325825965, 3.189766366135263)"
,,,,
S,Day_3,Results for Stop 21,,
S,Day_3,beta,90.45084741910856,"(0.2992715218842509, 1.156545363884722, 33.81120198676643, 16.63773700956274)"
S,Day_3,lognorm,106.73056437707501,"(0.42171396703663866, 31.72519415657979, 6.314431742727619)"
S,Day_3,gamma,107.9001027747641,"(3.6537333978154525, 32.88746729531171, 1.5793718514676045)"
S,Day_3,expon,112.28997161581312,"(33.811201986766434, 4.846867681886323)"
S,Day_3,norm,113.94369630859127,"(38.65806966865276, 3.316030787507576)"
S,Day_3,poisson,123.50329215828893,"(38.57142857142857,)"
S,Day_3,weibull_min,inf,"(0.24999646184944943, 37.23425190598095, 6.1532286747884966)"
,,,,
S,Day_3,Results for Stop 7,,
S,Day_3,poisson,138.94066429669266,"(38.285714285714285,)"
S,Day_3,norm,140.89270066231632,"(38.46875688239366, 6.299129709870881)"
